apt,street,city,state,zipcode,min price,amenities,recent viewed,contact number,url
1442 Belfast Drive, 1442 Belfast Drive, Los Angeles, CA,90069, Call, Architecture Style: Contemporary; Covered Parking Spaces: 2; Fireplace; Flooring: Hardwood; Flooring: Tile; Freezer; Garbage Disposal; Heating system: Central; MLS Listing ID: 18303844; Refrigerator; Swimming Pool; View Type: City View; Washer; Year Built: 1941,13, 323-462-6262, https://hotpads.com/1442-belfast-dr-west-hollywood-ca-90069-w1fwcu/pad
16014 Lahey, 16014 Lahey, Granada Hills, CA,91344, Call, Covered Parking Spaces: 2; Fireplace; MLS Listing ID: SR18031739; School District: Los Angeles Unified; View Type: None; Year Built: 1953,13, 818-708-6311, https://hotpads.com/16014-lahey-st-granada-hills-ca-91344-sq51ja/pad
Skyline Drive, Skyline Drive, West Hollywood, CA,90046, Call, Cable TV Ready; Dryer; Fenced Yard; Fireplace; Flooring: Hardwood; Freezer; Furnished; Garbage Disposal; Heating system: Heat: forced air; High-speed Internet Ready; Laundry: In Unit; Microwave Oven; Patio Balcony; Refrigerator; Swimming Pool; Washer; Year Built: 1963; Range/Oven; Stainless steel appliances,23, 310-928-0938, https://hotpads.com/8714-skyline-dr-los-angeles-ca-90046-tzj7bc/pad
14972 Camarosa Drive, 14972 Camarosa Drive, Pacific Palisades, CA,90272, Call, Fireplace; MLS Listing ID: 18-307856; Patio Balcony; Spa; Swimming Pool; Washer; Year Built: 1950,6, 310-255-5467, https://hotpads.com/14972-camarosa-dr-pacific-palisades-ca-90272-1m2x6ce/pad
2859 Westshire Drive, 2859 Westshire Drive, Los Angeles, CA,90068, Call, Architecture Style: Bungalow; Attached Garage; Cable TV Ready; Cable included in rent; Carport; Covered Parking Spaces: 2; Dryer; Fireplace; Flooring: Hardwood; Furnished; Garbage Disposal; Heating system: Central; Internet included in rent; Laundry: In Unit; MLS Listing ID: 18318834; Patio Balcony; Refrigerator; Utilities included in rent; View Type: Territorial View; Washer; Year Built: 1960; Porch,46, 323-836-9415, https://hotpads.com/2859-westshire-dr-los-angeles-ca-90068-u0bh7u/pad
335 S Bentley Avenue, 335 S Bentley Avenue, Los Angeles, CA,90049, Call, Architecture Style: Traditional; Fireplace; MLS Listing ID: 17-283902; Year Built: 1949,19, 310-463-1599, https://hotpads.com/335-s-bentley-ave-los-angeles-ca-90049-1n1z3er/pad
6202 W 6th Street, 6202 W 6th Street, Los Angeles, CA,90048, Call, Covered Parking Spaces: 3; Dryer; Laundry: In Unit; MLS Listing ID: SR17262985; School District: Los Angeles Unified; View Type: None; Washer; Year Built: 1927,25, 661-313-0977, https://hotpads.com/6202-w-6th-st-los-angeles-ca-90048-1n1yzku/pad
6955 Trolleyway, 6955 Trolleyway, Playa Del Rey, CA,90293, Call, Architecture Style: Contemporary; Covered Parking Spaces: 2; Dryer; Flooring: Hardwood; Garbage Disposal; Heating system: Forced Air; Laundry: In Unit; MLS Listing ID: 18299516; Microwave Oven; Refrigerator; Washer; Year Built: 1957,13, 310-424-5512, https://hotpads.com/6955-trolleyway-playa-del-rey-ca-90293-wcy8ym/pad
9617 Oak Pass Road, 9617 Oak Pass Road, Beverly Hills, CA,90210, Call, Architecture Style: Contemporary; Attached Garage; Covered Parking Spaces: 4; Dryer; Fireplace; Flooring: Carpet; Flooring: Hardwood; Flooring: Tile; Flooring: Wood; Garbage Disposal; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18313774; Refrigerator; Swimming Pool; View Type: Territorial View; Washer; Year Built: 1979,14, 310-579-2200, https://hotpads.com/9617-oak-pass-rd-beverly-hills-ca-90210-1m2tthr/pad
19012 Leadwell Street, 19012 Leadwell Street, Reseda, CA,91335, Call, 1 story; 1413 sqf; 2 bathrooms; 4 bedrooms; Air Conditioning; Fireplace; Flooring: Carpet; Garage; Laundry: Shared; Laundry: Washer only; Oven; Range; Washer; Yard -; breakfast nook; gardener included; granite countertops,16, 818-998-0597, https://hotpads.com/19012-leadwell-st-reseda-ca-91335-1m3masw/pad
8957 Gladbeck Avenue, 8957 Gladbeck Avenue, Northridge, CA,91324, Call, Air Conditioning; Cats Allowed; Dryer; Flooring: Hardwood; Garage; Large Dogs Allowed; Laundry: In Unit; Small Dogs Allowed; Washer,15, 818-590-9970, https://hotpads.com/8957-gladbeck-ave-northridge-ca-91324-1m3k277/pad
363 N Ogden Drive, 363 N Ogden Drive, Los Angeles, CA,90036, Call, Air Conditioning; Cats Allowed; Electricity not included in rent; Flooring: Hardwood; Gas not included in rent; Laundry: Hookups; Off Street Parking; Patio Balcony; Washer/Dryer Hookups; Water included in rent,43, hotpads, https://hotpads.com/363-n-ogden-dr-los-angeles-ca-90036-1n1x1fa/pad
7718 Brighton Avenue, 7718 Brighton Avenue, Los Angeles, CA,90047, Call, Ceiling Fan; Condo Floor Number: 1; Covered Parking Spaces: 2; Fireplace; MLS Listing ID: PW18029130; No Air Conditioning; Patio Balcony; School District: Los Angeles Unified; View Type: None; Year Built: 1939; Porch,22, 714-719-9434, https://hotpads.com/7718-brighton-ave-los-angeles-ca-90047-1m2qyc5/pad
4807 Avoca Street, 4807 Avoca Street, Los Angeles, CA,90041, Call, Covered Parking Spaces: 1; Heating system: Central Furnace; MLS Listing ID: PW17274975; School District: Los Angeles Unified; View Type: None; Year Built: 1950,45, 949-466-5577, https://hotpads.com/4807-avoca-st-los-angeles-ca-90041-1m2ppt7/pad
3711 Ocean Front Walk, 3711 Ocean Front Walk, Marina Del Rey, CA,90292,12500, ,4, hotpads, https://hotpads.com/3711-ocean-front-walk-marina-del-rey-ca-90292-t4ygkq/pad
2422 Sichel Street, 2422 Sichel Street, Los Angeles, CA,90031,1495, ,126, 310-551-0660, https://hotpads.com/2422-sichel-street-los-angeles-ca-90031-ttuyn0/pad
3388 Rosewood Avenue, 3388 Rosewood Avenue, Los Angeles, CA,90066, Call, Ceiling Fan; Condo Floor Number: 1; Covered Parking Spaces: 2; Dryer; Elementary School: Walgrove; Flooring: Hardwood; Garbage Disposal; Garden; Heating system: Central Furnace; Heating system: Floor Furnace; Heating: Gas; High School: Venice; Laundry: In Unit; Lawn; MLS Listing ID: IV18049966; Middle School: Mark Twain; No Air Conditioning; Refrigerator; School District: Los Angeles Unified; View Type: Neighborhood; Washer; Year Built: 1953; Range/Oven,90, 888-787-8808, https://hotpads.com/3388-rosewood-ave-los-angeles-ca-90066-u0q800/pad
5000 S Centinela Avenue, 5000 S Centinela Avenue, Los Angeles, CA,90066,2495, ,49, hotpads, https://hotpads.com/5000-s-centinela-ave-los-angeles-ca-90066-skt7qw/pad
7509 Crenshaw Boulevard, 7509 Crenshaw Boulevard, Los Angeles, CA,90043, Call, Laundry: Shared; Off Street Parking; Parking Spaces: 1,80, 323-610-1846, https://hotpads.com/7509-crenshaw-blvd-los-angeles-ca-90043-1m2qc01/pad
1033 S Cloverdale Avenue, 1033 S Cloverdale Avenue, Los Angeles, CA,90019, Call, Fireplace; Flooring: Carpet; Flooring: Hardwood; Garbage Disposal; Heating system: Central; MLS Listing ID: 17296254; Refrigerator; Washer; Year Built: 1928,23, 310-724-7100, https://hotpads.com/1033-s-cloverdale-ave-los-angeles-ca-90019-1n1v9uz/pad
2517 1/2 W 42nd Street, 2517 1/2 W 42nd Street, Los Angeles, CA,90008, Call, Electricity not included in rent; Flooring: Hardwood; Gas not included in rent; Laundry: Shared,74, 213-399-4829, https://hotpads.com/2517-12-w-42nd-st-los-angeles-ca-90008-1q53rxd/pad
2666 Ellendale Place, 2666 Ellendale Place, Los Angeles, CA,90007,1465, Bicycle Storage; Building Application Fee: 35; Building Deposit Fee Maximum: 2000; Building Deposit Fee Minimum: 1000; Ceiling Fan; Dishwasher; Flooring: Carpet; Flooring: Hardwood; Freezer; Garbage Disposal; Heating: Gas; High-speed Internet Ready; Internet included in rent; Laundry: Shared; Microwave Oven; One Year Lease; Online Maintenance Portal; Online Rent Payment; Oven; Parking Lot; Patio Balcony; Range; Refrigerator,56, 1-213-947-9182, https://hotpads.com/2666-ellendale-place-los-angeles-ca-90007-sntf1w/pad
11226 La Maida Street, 11226 La Maida Street, North Hollywood, CA,91606, Call, Air Conditioning; Dryer; Flooring: Hardwood; Garage; Garbage included in rent; Laundry: In Unit; Near Metro Station in NoHo Arts District Close to 101 and 405 Freeways Starbucks within 2 blocks; Sewage included in rent; Washer; Water included in rent,62, hotpads, https://hotpads.com/11226-la-maida-st-north-hollywood-ca-91601-1m3vubh/pad
845 Kingsley Drive, 845 S Kingsley Drive, Los Angeles, CA,90005,2298, Cats Allowed; Dishwasher; Elevator; Fireplace; Fitness Center; Flooring: Carpet; Flooring: Linoleum; Flooring: Vinyl; Garage; Garbage Disposal; Heating: Gas; Laundry: Shared; Microwave Oven; Multi-level Garage; On-Site Management; One Year Lease; Online Rent Payment; Oven; Patio Balcony; Security: Controlled Access; Security: Gated Entry; Security: Intercom; Small Dogs Allowed; View Type: City; Washer,77, 1-323-524-9189, https://hotpads.com/845-kingsley-drive-los-angeles-ca-90005-1n1tp9z/pad
2770 Wright Lane, 2770 Wright Lane, Los Angeles, CA,90068, Call, Covered Parking Spaces: 2; Dryer; Flooring: Carpet; Flooring: Laminate; Furnished; Garbage Disposal; Heating system: Central Furnace; Laundry: In Unit; MLS Listing ID: OC18004478; Microwave Oven; Refrigerator; School District: Los Angeles Unified; Storage Space; View Type: City View; View Type: Territorial View; Washer; Year Built: 2015; Double Pane Windows; Range/Oven,12, 949-910-7241, https://hotpads.com/2770-wright-ln-los-angeles-ca-90068-1q2a1mq/pad
1775 E 108th Street, 1775 E 108th Street, Los Angeles, CA,90059, Call, Assigned Parking; Ceiling Fan; Garbage Disposal; Security: Gated Entry; Year Built: 2017,9, 310-990-6990, https://hotpads.com/1775-e-108th-st-los-angeles-ca-90059-1pkerv2/pad
3400 Cahuenga Boulevard, 3400 Cahuenga Boulevard, Los Angeles, CA,90068,2695, ,18, hotpads, https://hotpads.com/3400-cahuenga-blvd-w-los-angeles-ca-90068-skgh67/pad
13007 Otsego Street, 13007 Otsego Street, Sherman Oaks, CA,91423, Call, Condo Floor Number: 1; Covered Parking Spaces: 2; Fireplace; Heating system: Central Furnace; MLS Listing ID: SR18051756; School District: Los Angeles Unified; View Type: Neighborhood; Year Built: 1951,23, 323-590-2999, https://hotpads.com/13007-otsego-st-sherman-oaks-ca-91423-1m3v56f/pad
15514 Briarwood Drive, 15514 Briarwood Drive, Sherman Oaks, CA,91403, Call, Dogs Allowed; Small Dogs Allowed,23, 818-933-0077, https://hotpads.com/15514-briarwood-dr-sherman-oaks-ca-91403-u3wpb0/pad
15540 Moorpark Street, 15540 Moorpark Street, Encino, CA,91436,2395, ,31, hotpads, https://hotpads.com/15540-moorpark-st-encino-ca-91436-skfqn4/pad
N Alfred Street, N Alfred Street, Los Angeles, CA,90069,2995, ,53, hotpads, https://hotpads.com/1005-n-alfred-st-west-hollywood-ca-90069-tp5tyb/pad
1116 1/2 W 39th, 1116 1/2 W 39th, Los Angeles, CA,90037, Call, Air Conditioning; Cats Allowed; Dryer; Flooring: Hardwood; Large Dogs Allowed; Laundry: In Unit; Off Street Parking; Patio Balcony; Small Dogs Allowed; Washer,49, 951-823-4840, https://hotpads.com/1116-12-w-39th-los-angeles-ca-90037-1u0qwft/pad
1132 N Mariposa Avenue, 1132 N Mariposa Avenue, Los Angeles, CA,90029, Call, Air Conditioning; Flooring: Hardwood; Laundry: none; Parking Spaces: 1; Year Built: 1923,41, 202-489-2460, https://hotpads.com/1132-n-mariposa-ave-los-angeles-ca-90029-1n1wg9u/pad
Club Marina Apartments - Located in a great location, 12435 W Jefferson Boulevard, Los Angeles, CA,90066,2385, Cable TV Ready; Cats Allowed; Ceiling Fan; Club House; Dishwasher; Fireplace; Fitness Center; Flooring: Carpet; Flooring: Other; Game Room; Garage; Garbage Disposal; Hot Tub; Large Dogs Allowed; Laundry: Shared; Microwave Oven; Near Freeway; On-Site Maintenance; On-Site Management; Online Maintenance Portal; Online Rent Payment; Oven; Patio Balcony; Range; Refrigerator; Security: Controlled Access; Small Dogs Allowed; Spa; Stories: 4; Theater; Vaulted Ceilings,56, 1-323-358-2372, https://hotpads.com/club-marina-apartments-located-in-a-great-location-los-angeles-ca-90066-skhr94/pad
233 7th Avenue, 233 7th Avenue, Venice, CA,90291, Call, Architecture Style: Spanish; MLS Listing ID: 18-322792; Year Built: 1926,45, 310-562-8483, https://hotpads.com/233-7th-ave-venice-ca-90291-1m2zg61/pad
1939 Stradella Road, 1939 Stradella Road, Los Angeles, CA,90077, Call, Architecture Style: Contemporary; Cable TV Ready; Covered Parking Spaces: 3; Dryer; Elevator; Fireplace; Flooring: Hardwood; Flooring: Tile; Freezer; Garbage Disposal; Heating system: Central; Laundry: In Unit; Lot Size: 2.217; MLS Listing ID: 18310024; Microwave Oven; Patio Balcony; Refrigerator; Security: Intercom; View Type: City View; View Type: Mountain View; Washer; Year Built: 2003,10, 818-508-4569, https://hotpads.com/1939-stradella-rd-los-angeles-ca-90077-1m2t7kw/pad
831 S Gramercy Place, 831 S Gramercy Place, Los Angeles, CA,90005,1495, Air Conditioning; Garbage Disposal; Laundry: Shared; Year Built: 1953; Air Conditioning*; Apply on Web-Site: www.alliancela.com*; Disposal*; No Parking*,150, 323-735-5010, https://hotpads.com/charming-units-mid-wilshire-los-angeles-ca-90005-sm12jp/pad
753 S Ogden Drive, 753 S Ogden Drive, Los Angeles, CA,90036, Call, Architecture Style: Tudor; Covered Parking Spaces: 2; Dryer; Fireplace; Flooring: Hardwood; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18320556; Refrigerator; Washer; Year Built: 1925,21, 310-270-9288, https://hotpads.com/753-s-ogden-dr-los-angeles-ca-90036-skxyj1/pad
17031 Sherman Way, 17031 Sherman Way, Lake Balboa, CA,91406, Call, Architecture Style: Contemporary; MLS Listing ID: SR17275327; Year Built: 2015,8, 818-530-8381, https://hotpads.com/17031-sherman-way-van-nuys-ca-91406-1m3us5t/pad
11445 Berwick Street, 11445 Berwick Street, Los Angeles, CA,90049, Call, MLS Listing ID: 18-302160; Year Built: 1940,23, 310-481-4313, https://hotpads.com/11445-berwick-st-los-angeles-ca-90049-ty88s2/pad
11725 Doral Avenue, 11725 Doral Avenue, Porter Ranch, CA,91326, Call, Air Conditioning; Cats Allowed; Garage; Small Dogs Allowed,53, 310-310-4948, https://hotpads.com/11725-doral-ave-porter-ranch-ca-91326-1m3kenz/pad
Cerro Gordo Street, Cerro Gordo Street, Los Angeles, CA,90039, Call, Air Conditioning; Attached Garage; Cable TV Ready; Ceiling Fan; Detached Garage; Dishwasher; Dryer; Fenced Yard; Flooring: Hardwood; Flooring: Tile; Furnished; Garbage Disposal; Garden; Heating included in rent; Heating system: Heat: forced air; High-speed Internet Ready; Internet included in rent; Laundry: In Unit; Master bath; Microwave Oven; Off Street Parking; Parking Spaces: 1; Patio Balcony; Refrigerator; Security: Controlled Access; Sprinkler System; Storage Space; Utilities included in rent; Vintage; Washer; Yard; Year Built: 1922; Double Pane Windows; Jacuzzi / Whirlpool; Porch; Range/Oven; Stainless steel appliances; Wired,45, 213-440-2140, https://hotpads.com/2088-cerro-gordo-st-los-angeles-ca-90039-tzn8wc/pad
1759 Winona Boulevard, 1759 Winona Boulevard, Los Angeles, CA,90027,1645, ,58, hotpads, https://hotpads.com/1759-winona-blvd-los-angeles-ca-90027-1m2mhvd/pad
1119 S Doheny Drive, 1119 S Doheny Drive, Los Angeles, CA,90035, Call, Fireplace; Flooring: Hardwood; Heating system: Central; MLS Listing ID: 18320872; Year Built: 1937,35, 323-228-3794, https://hotpads.com/1119-s-doheny-dr-los-angeles-ca-90035-1n1wvg4/pad
5832 Carlton Way, 5832 Carlton Way, Los Angeles, CA,90028,1295, ,111, 424-527-6216, https://hotpads.com/5832-carlton-way-los-angeles-ca-90028-ttumw9/pad
N Serrano Avenue, N Serrano Avenue, Los Angeles, CA,90029, Call, Air Conditioning; Parking Spaces: 1; Refrigerator,58, 310-933-4191, https://hotpads.com/1266-n-serrano-ave-los-angeles-ca-90029-spe54a/pad
8342 Hatillo Avenue, 8342 Hatillo Avenue, Winnetka, CA,91306, Call, Air Conditioning; Cats Allowed; Dryer; Flooring: Hardwood; Flooring: Tile; Large Dogs Allowed; Laundry: In Unit; Lawn; Off Street Parking; Parking Spaces: 4; Patio Balcony; Playground; Small Dogs Allowed; Street Parking; Washer; Year Built: 1949; Double Pane Windows; Wired,29, 818-635-3111, https://hotpads.com/8342-hatillo-ave-winnetka-ca-91306-1m3havy/pad
12234 Montana Avenue, 12234 Montana Avenue, Los Angeles City, CA,90049,6100, ,21, hotpads, https://hotpads.com/12234-montana-ave-los-angeles-ca-90049-tyds25/pad
1937 W 29th Street, 1937 W 29th Street, Los Angeles, CA,90018, Call, Flooring: Laminate; Heating system: Forced Air; MLS Listing ID: 18324302; Year Built: 2018,0, 760-303-1916, https://hotpads.com/1937-w-29th-st-los-angeles-ca-90018-1u0vduw/pad
3810 Wilshire Boulevard, 3810 Wilshire Boulevard, Los Angeles, CA,90010,2250, ,45, hotpads, https://hotpads.com/3810-wilshire-blvd-los-angeles-ca-90010-skn9px/pad
4426 Cahuenga Boulevard, 4426 Cahuenga Boulevard, Toluca Lake, CA,91602,2395, Air Conditioning; Cats Allowed; Dogs Allowed; Garage; Garbage Disposal; Microwave Oven; Oven; Parking -; Patio Balcony; Range; Refrigerator; Small Dogs Allowed; Washer,94, 818-509-0400, https://hotpads.com/4426-cahuenga-boulevard-north-hollywood-ca-91602-ttygf5/pad
4709 Noeline Avenue, 4709 Noeline Avenue, Encino, CA,91436, Call, Air Conditioning; Attached Garage; Barbecue; Basketball Court; Ceiling Fan; Disabled Access; Dryer; Flooring: Hardwood; Furnished; Garage; Garbage Disposal; Heating system: Heat: forced air; Laundry: In Unit; Microwave Oven; New property; Parking Spaces: 4; Patio Balcony; Refrigerator; Security: Gated Entry; Security: Intercom; Small Dogs Allowed; Tennis Court; Washer; Year Built: 1940; Alarm; Granite countertop; Range/Oven; Wired,20, 818-781-5006, https://hotpads.com/4709-noeline-ave-encino-ca-91436-1m3vjtu/pad
932 Irolo Sreet, 932 Irolo Sreet, Los Angeles, CA,90006,1400, Cats Allowed; Dogs Allowed; Small Dogs Allowed; Stories: 4; Year Built: 1920,36, 310-295-2660, https://hotpads.com/932-irolo-sreet-los-angeles-ca-90006-skqcg4/pad
13302 Mulholland Drive, 13302 Mulholland Drive, Beverly Hills, CA,90210, Call, Attached Garage; Covered Parking Spaces: 2; Dryer; Fireplace; Flooring: Carpet; Flooring: Hardwood; Garbage Disposal; Heating system: Central; Laundry: In Unit; MLS Listing ID: 17276994; Microwave Oven; Patio Balcony; Refrigerator; Swimming Pool; View Type: City View; View Type: Mountain View; View Type: Territorial View; Washer; Year Built: 1975,4, 424-231-0752, https://hotpads.com/13302-mulholland-dr-beverly-hills-ca-90210-1m2tq3t/pad
1317 N Bronson Avenue, 1317 N Bronson Avenue, Los Angeles, CA,90028,1650, Air Conditioning; Cats Allowed; Ceiling Fan; Flexible Lease; Flooring: Hardwood; Freezer; Garbage Disposal; Heating: Gas; Laundry: Shared; One Year Lease; Online Maintenance Portal; Online Rent Payment; Oven; Range; Refrigerator; Security: Controlled Access; Small Dogs Allowed; designer paint; lots of closet and cabinet space,80, 231-250-1986, https://hotpads.com/beautiful-studios-and-1-bedrooms-in-hollywood-3-weeks-free-los-angeles-ca-90028-ttum92/pad
